timestamp,hour,day_of_week,is_holiday,weather,wave_quality,temperature,crowdedness
2024-01-16 14:00:00,14,Tuesday,0,Rainy,Fair,69.6,35
2024-01-16 15:00:00,15,Tuesday,0,Foggy,Good,77.2,65
2024-01-16 16:00:00,16,Tuesday,0,Rainy,Excellent,68.6,62
2024-01-16 17:00:00,17,Tuesday,0,Rainy,Good,55.5,66
2024-01-16 18:00:00,18,Tuesday,0,Sunny,Fair,42.5,73
2024-01-16 19:00:00,19,Tuesday,0,Foggy,Poor,74.5,67
2024-01-16 20:00:00,20,Tuesday,0,Sunny,Good,63.1,89
2024-01-16 21:00:00,21,Tuesday,0,Rainy,Fair,78.2,60
2024-01-16 22:00:00,22,Tuesday,0,Cloudy,Poor,60.3,61
2024-01-16 23:00:00,23,Tuesday,0,Cloudy,Good,60.2,70
2024-01-17 00:00:00,0,Wednesday,0,Sunny,Poor,75.0,35
2024-01-17 01:00:00,1,Wednesday,0,Sunny,Good,71.2,47
2024-01-17 02:00:00,2,Wednesday,0,Cloudy,Good,45.8,34
2024-01-17 03:00:00,3,Wednesday,0,Cloudy,Fair,64.8,20
2024-01-17 04:00:00,4,Wednesday,0,Sunny,Excellent,68.1,47
2024-01-17 05:00:00,5,Wednesday,0,Cloudy,Fair,51.3,26
2024-01-17 06:00:00,6,Wednesday,0,Foggy,Fair,69.7,25
2024-01-17 07:00:00,7,Wednesday,0,Sunny,Excellent,55.7,49
2024-01-17 08:00:00,8,Wednesday,0,Foggy,Excellent,94.3,43
2024-01-17 09:00:00,9,Wednesday,0,Cloudy,Fair,69.5,33
2024-01-17 10:00:00,10,Wednesday,0,Rainy,Poor,69.1,34
2024-01-17 11:00:00,11,Wednesday,0,Rainy,Poor,73.6,35
2024-01-17 12:00:00,12,Wednesday,0,Cloudy,Excellent,69.7,61
2024-01-17 13:00:00,13,Wednesday,0,Sunny,Poor,51.3,60
2024-01-17 14:00:00,14,Wednesday,0,Rainy,Fair,51.9,55
2024-01-17 15:00:00,15,Wednesday,0,Sunny,Fair,64.3,75
2024-01-17 16:00:00,16,Wednesday,0,Foggy,Good,64.6,73
2024-01-17 17:00:00,17,Wednesday,0,Rainy,Excellent,64.3,67
2024-01-17 18:00:00,18,Wednesday,0,Sunny,Poor,55.6,72
2024-01-17 19:00:00,19,Wednesday,0,Cloudy,Poor,98.5,70
2024-01-17 20:00:00,20,Wednesday,0,Sunny,Good,62.8,86
2024-01-17 21:00:00,21,Wednesday,0,Cloudy,Good,72.1,72
2024-01-17 22:00:00,22,Wednesday,0,Sunny,Good,75.6,84
2024-01-17 23:00:00,23,Wednesday,0,Sunny,Good,58.1,78
2024-01-18 00:00:00,0,Thursday,0,Sunny,Excellent,70.3,49
2024-01-18 01:00:00,1,Thursday,0,Cloudy,Good,59.5,39
2024-01-18 02:00:00,2,Thursday,0,Cloudy,Poor,81.1,20
2024-01-18 03:00:00,3,Thursday,0,Rainy,Fair,48.9,25
2024-01-18 04:00:00,4,Thursday,0,Cloudy,Fair,61.3,29
2024-01-18 05:00:00,5,Thursday,0,Cloudy,Poor,59.2,22
2024-01-18 06:00:00,6,Thursday,0,Cloudy,Excellent,53.2,34
2024-01-18 07:00:00,7,Thursday,0,Rainy,Poor,59.8,17
2024-01-18 08:00:00,8,Thursday,0,Foggy,Fair,80.8,39
2024-01-18 09:00:00,9,Thursday,0,Foggy,Fair,76.0,32
2024-01-18 10:00:00,10,Thursday,0,Sunny,Fair,53.8,35
2024-01-18 11:00:00,11,Thursday,0,Rainy,Good,79.5,53
2024-01-18 12:00:00,12,Thursday,0,Cloudy,Excellent,54.2,55
2024-01-18 13:00:00,13,Thursday,0,Sunny,Poor,71.5,61
2024-01-18 14:00:00,14,Thursday,0,Rainy,Excellent,58.3,51
2024-01-18 15:00:00,15,Thursday,0,Foggy,Good,68.7,72
2024-01-18 16:00:00,16,Thursday,0,Cloudy,Poor,58.3,71
2024-01-18 17:00:00,17,Thursday,0,Foggy,Excellent,60.5,65
2024-01-18 18:00:00,18,Thursday,0,Sunny,Excellent,49.3,74
2024-01-18 19:00:00,19,Thursday,0,Rainy,Good,65.9,66
2024-01-18 20:00:00,20,Thursday,0,Cloudy,Good,78.7,71
2024-01-18 21:00:00,21,Thursday,0,Sunny,Poor,69.6,79
2024-01-18 22:00:00,22,Thursday,0,Cloudy,Good,74.8,80
2024-01-18 23:00:00,23,Thursday,0,Sunny,Fair,53.8,68
2024-01-19 00:00:00,0,Friday,0,Sunny,Excellent,67.4,46
2024-01-19 01:00:00,1,Friday,0,Cloudy,Fair,80.4,23
2024-01-19 02:00:00,2,Friday,0,Foggy,Excellent,76.6,32
2024-01-19 03:00:00,3,Friday,0,Foggy,Fair,73.6,22
2024-01-19 04:00:00,4,Friday,0,Foggy,Fair,72.2,20
2024-01-19 05:00:00,5,Friday,0,Sunny,Good,46.6,45
2024-01-19 06:00:00,6,Friday,0,Cloudy,Poor,52.2,25
2024-01-19 07:00:00,7,Friday,0,Foggy,Fair,74.8,19
2024-01-19 08:00:00,8,Friday,0,Sunny,Fair,62.4,39
2024-01-19 09:00:00,9,Friday,0,Cloudy,Poor,64.3,30
2024-01-19 10:00:00,10,Friday,0,Foggy,Poor,58.5,40
2024-01-19 11:00:00,11,Friday,0,Rainy,Excellent,76.9,47
2024-01-19 12:00:00,12,Friday,0,Rainy,Good,61.1,52
2024-01-19 13:00:00,13,Friday,0,Cloudy,Fair,67.9,51
2024-01-19 14:00:00,14,Friday,0,Cloudy,Poor,60.2,53
2024-01-19 15:00:00,15,Friday,0,Cloudy,Fair,60.5,59
2024-01-19 16:00:00,16,Friday,0,Cloudy,Fair,65.8,57
2024-01-19 17:00:00,17,Friday,0,Cloudy,Poor,71.2,63
2024-01-19 18:00:00,18,Friday,0,Foggy,Fair,71.7,64
2024-01-19 19:00:00,19,Friday,0,Cloudy,Good,59.9,77
2024-01-19 20:00:00,20,Friday,0,Foggy,Poor,70.1,67
2024-01-19 21:00:00,21,Friday,0,Rainy,Poor,56.6,62
2024-01-19 22:00:00,22,Friday,0,Sunny,Excellent,47.9,86
2024-01-19 23:00:00,23,Friday,0,Rainy,Excellent,54.7,70
2024-01-20 00:00:00,0,Saturday,0,Sunny,Fair,55.9,42
2024-01-20 01:00:00,1,Saturday,0,Foggy,Poor,70.7,37
2024-01-20 02:00:00,2,Saturday,0,Cloudy,Poor,60.1,23
2024-01-20 03:00:00,3,Saturday,0,Foggy,Excellent,45.0,35
2024-01-20 04:00:00,4,Saturday,0,Foggy,Poor,60.6,30
2024-01-20 05:00:00,5,Saturday,0,Cloudy,Good,59.5,17
2024-01-20 06:00:00,6,Saturday,0,Rainy,Excellent,83.9,27
2024-01-20 07:00:00,7,Saturday,0,Cloudy,Excellent,78.3,42
2024-01-20 08:00:00,8,Saturday,0,Sunny,Excellent,68.2,43
2024-01-20 09:00:00,9,Saturday,0,Foggy,Good,80.7,36
2024-01-20 10:00:00,10,Saturday,0,Foggy,Poor,68.9,41
2024-01-20 11:00:00,11,Saturday,0,Cloudy,Good,69.0,51
2024-01-20 12:00:00,12,Saturday,0,Foggy,Good,61.8,59
2024-01-20 13:00:00,13,Saturday,0,Cloudy,Good,82.8,59
2024-01-20 14:00:00,14,Saturday,0,Rainy,Fair,45.4,51
2024-01-20 15:00:00,15,Saturday,0,Sunny,Excellent,59.6,83
2024-01-20 16:00:00,16,Saturday,0,Foggy,Fair,68.5,57
2024-01-20 17:00:00,17,Saturday,0,Rainy,Excellent,53.6,57
2024-01-20 18:00:00,18,Saturday,0,Sunny,Poor,59.7,69
2024-01-20 19:00:00,19,Saturday,0,Cloudy,Fair,73.7,59
2024-01-20 20:00:00,20,Saturday,0,Rainy,Good,56.6,70
2024-01-20 21:00:00,21,Saturday,0,Sunny,Good,63.1,87
2024-01-20 22:00:00,22,Saturday,0,Sunny,Excellent,44.1,81
2024-01-20 23:00:00,23,Saturday,0,Rainy,Excellent,80.3,65
2024-01-21 00:00:00,0,Sunday,0,Foggy,Fair,71.7,35
2024-01-21 01:00:00,1,Sunday,0,Rainy,Good,65.0,41
2024-01-21 02:00:00,2,Sunday,0,Rainy,Good,70.6,29
2024-01-21 03:00:00,3,Sunday,0,Foggy,Poor,61.3,30
2024-01-21 04:00:00,4,Sunday,0,Rainy,Fair,74.8,23
2024-01-21 05:00:00,5,Sunday,0,Rainy,Excellent,69.2,27
2024-01-21 06:00:00,6,Sunday,0,Sunny,Fair,65.8,46
2024-01-21 07:00:00,7,Sunday,0,Foggy,Good,58.4,33
2024-01-21 08:00:00,8,Sunday,0,Sunny,Excellent,53.7,47
2024-01-21 09:00:00,9,Sunday,0,Sunny,Fair,75.9,39
2024-01-21 10:00:00,10,Sunday,0,Foggy,Good,57.4,51
2024-01-21 11:00:00,11,Sunday,0,Rainy,Excellent,72.6,40
2024-01-21 12:00:00,12,Sunday,0,Foggy,Good,65.9,60
2024-01-21 13:00:00,13,Sunday,0,Foggy,Fair,73.6,37
2024-01-21 14:00:00,14,Sunday,0,Foggy,Fair,59.7,56
2024-01-21 15:00:00,15,Sunday,0,Foggy,Poor,55.4,52
2024-01-21 16:00:00,16,Sunday,0,Sunny,Good,66.7,73
2024-01-21 17:00:00,17,Sunday,0,Foggy,Fair,52.6,68
2024-01-21 18:00:00,18,Sunday,0,Rainy,Good,60.4,76
2024-01-21 19:00:00,19,Sunday,0,Rainy,Poor,52.2,64
2024-01-21 20:00:00,20,Sunday,0,Foggy,Good,60.3,73
2024-01-21 21:00:00,21,Sunday,0,Cloudy,Good,82.8,75
2024-01-21 22:00:00,22,Sunday,0,Cloudy,Good,60.0,72
2024-01-21 23:00:00,23,Sunday,0,Rainy,Poor,70.5,56
2024-01-22 00:00:00,0,Monday,0,Cloudy,Poor,61.2,30
2024-01-22 01:00:00,1,Monday,0,Cloudy,Excellent,61.5,36
2024-01-22 02:00:00,2,Monday,0,Foggy,Poor,61.7,21
2024-01-22 03:00:00,3,Monday,0,Rainy,Poor,76.8,12
2024-01-22 04:00:00,4,Monday,0,Rainy,Fair,71.5,10
2024-01-22 05:00:00,5,Monday,0,Cloudy,Fair,60.2,32
2024-01-22 06:00:00,6,Monday,0,Cloudy,Excellent,43.0,44
2024-01-22 07:00:00,7,Monday,0,Cloudy,Good,68.2,45
2024-01-22 08:00:00,8,Monday,0,Sunny,Excellent,63.4,43
2024-01-22 09:00:00,9,Monday,0,Foggy,Good,71.4,42
2024-01-22 10:00:00,10,Monday,0,Cloudy,Excellent,61.4,50
2024-01-22 11:00:00,11,Monday,0,Rainy,Excellent,60.3,52
2024-01-22 12:00:00,12,Monday,0,Cloudy,Poor,53.3,41
2024-01-22 13:00:00,13,Monday,0,Sunny,Good,54.0,69
2024-01-22 14:00:00,14,Monday,0,Cloudy,Poor,62.8,48
2024-01-22 15:00:00,15,Monday,0,Cloudy,Good,55.9,72
2024-01-22 16:00:00,16,Monday,0,Sunny,Fair,58.4,56
2024-01-22 17:00:00,17,Monday,0,Sunny,Poor,65.0,75
2024-01-22 18:00:00,18,Monday,0,Sunny,Fair,69.9,77
2024-01-22 19:00:00,19,Monday,0,Foggy,Fair,60.4,75
2024-01-22 20:00:00,20,Monday,0,Cloudy,Excellent,56.7,80
2024-01-22 21:00:00,21,Monday,0,Foggy,Poor,61.3,69
2024-01-22 22:00:00,22,Monday,0,Cloudy,Excellent,54.2,71
2024-01-22 23:00:00,23,Monday,0,Rainy,Good,64.8,59
2024-01-23 00:00:00,0,Tuesday,0,Cloudy,Good,65.5,45
2024-01-23 01:00:00,1,Tuesday,0,Foggy,Fair,67.6,33
2024-01-23 02:00:00,2,Tuesday,0,Cloudy,Poor,59.1,26
2024-01-23 03:00:00,3,Tuesday,0,Foggy,Fair,59.8,25
2024-01-23 04:00:00,4,Tuesday,0,Rainy,Fair,43.9,22
2024-01-23 05:00:00,5,Tuesday,0,Sunny,Poor,67.6,28
2024-01-23 06:00:00,6,Tuesday,0,Sunny,Fair,69.9,39
2024-01-23 07:00:00,7,Tuesday,0,Sunny,Poor,62.2,39
2024-01-23 08:00:00,8,Tuesday,0,Rainy,Good,89.2,22
2024-01-23 09:00:00,9,Tuesday,0,Cloudy,Fair,62.5,36
2024-01-23 10:00:00,10,Tuesday,0,Foggy,Fair,78.6,37
2024-01-23 11:00:00,11,Tuesday,0,Sunny,Good,56.3,61
2024-01-23 12:00:00,12,Tuesday,0,Sunny,Poor,45.8,56
2024-01-23 13:00:00,13,Tuesday,0,Rainy,Fair,89.5,43
2024-01-23 14:00:00,14,Tuesday,0,Cloudy,Excellent,69.6,70
2024-01-23 15:00:00,15,Tuesday,0,Foggy,Excellent,49.3,66
2024-01-23 16:00:00,16,Tuesday,0,Rainy,Fair,55.6,54
2024-01-23 17:00:00,17,Tuesday,0,Foggy,Good,73.1,66
2024-01-23 18:00:00,18,Tuesday,0,Foggy,Poor,70.5,71
2024-01-23 19:00:00,19,Tuesday,0,Rainy,Good,68.4,69
2024-01-23 20:00:00,20,Tuesday,0,Foggy,Poor,59.2,65
2024-01-23 21:00:00,21,Tuesday,0,Foggy,Poor,61.0,59
2024-01-23 22:00:00,22,Tuesday,0,Rainy,Excellent,82.5,80
2024-01-23 23:00:00,23,Tuesday,0,Cloudy,Good,80.9,74
2024-01-24 00:00:00,0,Wednesday,0,Foggy,Excellent,80.9,39
2024-01-24 01:00:00,1,Wednesday,0,Cloudy,Good,70.4,41
2024-01-24 02:00:00,2,Wednesday,0,Foggy,Excellent,63.9,39
2024-01-24 03:00:00,3,Wednesday,0,Sunny,Poor,70.2,28
2024-01-24 04:00:00,4,Wednesday,0,Cloudy,Poor,60.4,25
2024-01-24 05:00:00,5,Wednesday,0,Sunny,Poor,89.1,39
2024-01-24 06:00:00,6,Wednesday,0,Rainy,Poor,76.2,24
2024-01-24 07:00:00,7,Wednesday,0,Rainy,Fair,72.3,19
2024-01-24 08:00:00,8,Wednesday,0,Foggy,Good,59.8,42
2024-01-24 09:00:00,9,Wednesday,0,Rainy,Fair,49.9,22
2024-01-24 10:00:00,10,Wednesday,0,Foggy,Poor,67.2,36
2024-01-24 11:00:00,11,Wednesday,0,Foggy,Excellent,58.5,50
2024-01-24 12:00:00,12,Wednesday,0,Cloudy,Fair,60.8,36
2024-01-24 13:00:00,13,Wednesday,0,Foggy,Fair,63.9,56
2024-01-24 14:00:00,14,Wednesday,0,Foggy,Fair,70.6,52
2024-01-24 15:00:00,15,Wednesday,0,Cloudy,Good,63.9,65
2024-01-24 16:00:00,16,Wednesday,0,Cloudy,Excellent,76.4,66
2024-01-24 17:00:00,17,Wednesday,0,Foggy,Poor,67.4,67
2024-01-24 18:00:00,18,Wednesday,0,Rainy,Poor,62.7,58
2024-01-24 19:00:00,19,Wednesday,0,Rainy,Good,54.2,62
2024-01-24 20:00:00,20,Wednesday,0,Sunny,Good,56.2,79
2024-01-24 21:00:00,21,Wednesday,0,Rainy,Fair,93.6,57
2024-01-24 22:00:00,22,Wednesday,0,Cloudy,Good,66.2,66
2024-01-24 23:00:00,23,Wednesday,0,Sunny,Fair,77.6,72
2024-01-25 00:00:00,0,Thursday,0,Foggy,Fair,70.9,30
2024-01-25 01:00:00,1,Thursday,0,Sunny,Excellent,67.0,50
2024-01-25 02:00:00,2,Thursday,0,Sunny,Good,75.2,49
2024-01-25 03:00:00,3,Thursday,0,Foggy,Fair,61.2,33
2024-01-25 04:00:00,4,Thursday,0,Rainy,Excellent,65.1,30
2024-01-25 05:00:00,5,Thursday,0,Cloudy,Fair,70.8,29
2024-01-25 06:00:00,6,Thursday,0,Cloudy,Fair,76.4,21
2024-01-25 07:00:00,7,Thursday,0,Cloudy,Poor,59.0,27
2024-01-25 08:00:00,8,Thursday,0,Sunny,Excellent,50.3,56
2024-01-25 09:00:00,9,Thursday,0,Cloudy,Fair,56.6,37
2024-01-25 10:00:00,10,Thursday,0,Sunny,Poor,85.8,47
2024-01-25 11:00:00,11,Thursday,0,Cloudy,Fair,52.7,40
2024-01-25 12:00:00,12,Thursday,0,Sunny,Good,78.3,65
2024-01-25 13:00:00,13,Thursday,0,Cloudy,Poor,77.5,42
2024-01-25 14:00:00,14,Thursday,0,Foggy,Excellent,73.0,72
2024-01-25 15:00:00,15,Thursday,0,Rainy,Fair,82.6,53
2024-01-25 16:00:00,16,Thursday,0,Cloudy,Excellent,72.5,70
2024-01-25 17:00:00,17,Thursday,0,Foggy,Poor,65.9,56
2024-01-25 18:00:00,18,Thursday,0,Rainy,Poor,66.6,54
2024-01-25 19:00:00,19,Thursday,0,Rainy,Fair,77.6,53
2024-01-25 20:00:00,20,Thursday,0,Foggy,Good,60.2,70
2024-01-25 21:00:00,21,Thursday,0,Rainy,Good,57.4,68
2024-01-25 22:00:00,22,Thursday,0,Foggy,Good,60.6,70
2024-01-25 23:00:00,23,Thursday,0,Rainy,Good,72.9,73
2024-01-26 00:00:00,0,Friday,0,Cloudy,Excellent,53.0,31
2024-01-26 01:00:00,1,Friday,0,Cloudy,Poor,63.4,35
2024-01-26 02:00:00,2,Friday,0,Sunny,Good,73.1,50
2024-01-26 03:00:00,3,Friday,0,Rainy,Good,68.6,27
2024-01-26 04:00:00,4,Friday,0,Sunny,Fair,54.2,37
2024-01-26 05:00:00,5,Friday,0,Sunny,Good,65.0,41
2024-01-26 06:00:00,6,Friday,0,Rainy,Good,72.8,27
2024-01-26 07:00:00,7,Friday,0,Sunny,Good,73.5,52
2024-01-26 08:00:00,8,Friday,0,Foggy,Fair,82.8,30
2024-01-26 09:00:00,9,Friday,0,Rainy,Good,61.9,33
2024-01-26 10:00:00,10,Friday,0,Sunny,Excellent,73.6,53
2024-01-26 11:00:00,11,Friday,0,Cloudy,Poor,70.9,42
2024-01-26 12:00:00,12,Friday,0,Rainy,Excellent,53.1,50
2024-01-26 13:00:00,13,Friday,0,Sunny,Fair,65.4,57
2024-01-26 14:00:00,14,Friday,0,Rainy,Poor,56.7,51
2024-01-26 15:00:00,15,Friday,0,Sunny,Fair,71.1,65
2024-01-26 16:00:00,16,Friday,0,Foggy,Good,68.8,72
2024-01-26 17:00:00,17,Friday,0,Rainy,Fair,60.5,55
2024-01-26 18:00:00,18,Friday,0,Cloudy,Excellent,51.9,70
2024-01-26 19:00:00,19,Friday,0,Cloudy,Good,92.4,81
2024-01-26 20:00:00,20,Friday,0,Foggy,Fair,55.1,62
2024-01-26 21:00:00,21,Friday,0,Cloudy,Poor,63.1,68
2024-01-26 22:00:00,22,Friday,0,Foggy,Fair,53.4,64
2024-01-26 23:00:00,23,Friday,0,Foggy,Good,68.9,72
2024-01-27 00:00:00,0,Saturday,0,Sunny,Poor,68.8,33
2024-01-27 01:00:00,1,Saturday,0,Sunny,Fair,58.9,39
2024-01-27 02:00:00,2,Saturday,0,Sunny,Fair,82.9,32
2024-01-27 03:00:00,3,Saturday,0,Cloudy,Fair,52.6,22
2024-01-27 04:00:00,4,Saturday,0,Cloudy,Poor,69.6,28
2024-01-27 05:00:00,5,Saturday,0,Sunny,Excellent,69.6,41
2024-01-27 06:00:00,6,Saturday,0,Foggy,Poor,76.8,32
2024-01-27 07:00:00,7,Saturday,0,Sunny,Fair,61.7,38
2024-01-27 08:00:00,8,Saturday,0,Foggy,Poor,55.8,31
2024-01-27 09:00:00,9,Saturday,0,Cloudy,Poor,73.5,33
2024-01-27 10:00:00,10,Saturday,0,Sunny,Good,66.9,54
2024-01-27 11:00:00,11,Saturday,0,Sunny,Good,56.3,56
2024-01-27 12:00:00,12,Saturday,0,Rainy,Poor,65.9,35
2024-01-27 13:00:00,13,Saturday,0,Foggy,Fair,57.6,54
2024-01-27 14:00:00,14,Saturday,0,Rainy,Poor,80.0,46
2024-01-27 15:00:00,15,Saturday,0,Foggy,Good,60.8,66
2024-01-27 16:00:00,16,Saturday,0,Rainy,Good,52.7,56
2024-01-27 17:00:00,17,Saturday,0,Sunny,Excellent,72.4,79
2024-01-27 18:00:00,18,Saturday,0,Rainy,Excellent,70.2,72
2024-01-27 19:00:00,19,Saturday,0,Rainy,Good,49.7,64
2024-01-27 20:00:00,20,Saturday,0,Sunny,Excellent,74.3,84
2024-01-27 21:00:00,21,Saturday,0,Rainy,Good,53.1,65
2024-01-27 22:00:00,22,Saturday,0,Cloudy,Good,73.6,81
2024-01-27 23:00:00,23,Saturday,0,Cloudy,Poor,57.0,65
2024-01-28 00:00:00,0,Sunday,0,Cloudy,Fair,59.2,42
2024-01-28 01:00:00,1,Sunday,0,Rainy,Excellent,69.4,24
2024-01-28 02:00:00,2,Sunday,0,Sunny,Fair,65.0,30
2024-01-28 03:00:00,3,Sunday,0,Cloudy,Excellent,59.1,36
2024-01-28 04:00:00,4,Sunday,0,Foggy,Fair,61.6,27
2024-01-28 05:00:00,5,Sunday,0,Sunny,Fair,70.9,31
2024-01-28 06:00:00,6,Sunday,0,Rainy,Excellent,62.4,26
2024-01-28 07:00:00,7,Sunday,0,Foggy,Poor,62.1,26
2024-01-28 08:00:00,8,Sunday,0,Rainy,Poor,70.4,21
2024-01-28 09:00:00,9,Sunday,0,Sunny,Poor,68.8,48
2024-01-28 10:00:00,10,Sunday,0,Rainy,Excellent,65.4,38
2024-01-28 11:00:00,11,Sunday,0,Cloudy,Fair,46.3,44
2024-01-28 12:00:00,12,Sunday,0,Cloudy,Poor,52.5,34
2024-01-28 13:00:00,13,Sunday,0,Foggy,Poor,58.1,45
2024-01-28 14:00:00,14,Sunday,0,Foggy,Excellent,85.2,68
2024-01-28 15:00:00,15,Sunday,0,Rainy,Fair,62.5,55
2024-01-28 16:00:00,16,Sunday,0,Cloudy,Good,68.5,71
2024-01-28 17:00:00,17,Sunday,0,Foggy,Good,76.2,70
2024-01-28 18:00:00,18,Sunday,0,Sunny,Poor,73.6,67
2024-01-28 19:00:00,19,Sunday,0,Foggy,Good,58.3,70
2024-01-28 20:00:00,20,Sunday,0,Cloudy,Excellent,77.9,69
2024-01-28 21:00:00,21,Sunday,0,Cloudy,Excellent,62.0,73
2024-01-28 22:00:00,22,Sunday,0,Cloudy,Excellent,81.5,75
2024-01-28 23:00:00,23,Sunday,0,Sunny,Excellent,72.1,85
2024-01-29 00:00:00,0,Monday,0,Sunny,Good,63.9,54
2024-01-29 01:00:00,1,Monday,0,Sunny,Excellent,57.3,47
2024-01-29 02:00:00,2,Monday,0,Rainy,Fair,57.8,20
2024-01-29 03:00:00,3,Monday,0,Rainy,Poor,70.4,17
2024-01-29 04:00:00,4,Monday,0,Foggy,Fair,78.3,36
2024-01-29 05:00:00,5,Monday,0,Sunny,Excellent,75.2,44
2024-01-29 06:00:00,6,Monday,0,Sunny,Fair,58.7,33
2024-01-29 07:00:00,7,Monday,0,Cloudy,Fair,70.8,27
2024-01-29 08:00:00,8,Monday,0,Foggy,Good,97.5,37
2024-01-29 09:00:00,9,Monday,0,Sunny,Good,61.3,57
2024-01-29 10:00:00,10,Monday,0,Foggy,Fair,69.4,42
2024-01-29 11:00:00,11,Monday,0,Rainy,Fair,68.5,35
2024-01-29 12:00:00,12,Monday,0,Rainy,Good,87.3,51
2024-01-29 13:00:00,13,Monday,0,Sunny,Poor,82.7,51
2024-01-29 14:00:00,14,Monday,0,Cloudy,Poor,63.5,63
2024-01-29 15:00:00,15,Monday,0,Sunny,Fair,62.1,65
2024-01-29 16:00:00,16,Monday,0,Foggy,Poor,65.6,55
2024-01-29 17:00:00,17,Monday,0,Foggy,Excellent,66.7,67
2024-01-29 18:00:00,18,Monday,0,Sunny,Fair,59.0,85
2024-01-29 19:00:00,19,Monday,0,Sunny,Poor,65.9,70
2024-01-29 20:00:00,20,Monday,0,Foggy,Excellent,72.1,82
2024-01-29 21:00:00,21,Monday,0,Sunny,Poor,56.1,70
2024-01-29 22:00:00,22,Monday,0,Rainy,Poor,48.7,65
2024-01-29 23:00:00,23,Monday,0,Rainy,Excellent,60.0,66
2024-01-30 00:00:00,0,Tuesday,0,Rainy,Fair,86.8,31
2024-01-30 01:00:00,1,Tuesday,0,Foggy,Good,54.4,37
2024-01-30 02:00:00,2,Tuesday,0,Cloudy,Excellent,76.6,48
2024-01-30 03:00:00,3,Tuesday,0,Rainy,Poor,65.5,18
2024-01-30 04:00:00,4,Tuesday,0,Rainy,Good,68.8,33
2024-01-30 05:00:00,5,Tuesday,0,Cloudy,Poor,81.5,25
2024-01-30 06:00:00,6,Tuesday,0,Sunny,Excellent,63.4,51
2024-01-30 07:00:00,7,Tuesday,0,Cloudy,Good,74.5,38
2024-01-30 08:00:00,8,Tuesday,0,Sunny,Fair,74.4,41
2024-01-30 09:00:00,9,Tuesday,0,Sunny,Poor,70.6,35
2024-01-30 10:00:00,10,Tuesday,0,Sunny,Poor,52.5,49
2024-01-30 11:00:00,11,Tuesday,0,Rainy,Poor,60.6,39
2024-01-30 12:00:00,12,Tuesday,0,Foggy,Fair,62.3,33
2024-01-30 13:00:00,13,Tuesday,0,Foggy,Good,66.0,64
2024-01-30 14:00:00,14,Tuesday,0,Foggy,Good,73.5,59
2024-01-30 15:00:00,15,Tuesday,0,Cloudy,Poor,50.1,55
2024-01-30 16:00:00,16,Tuesday,0,Rainy,Good,60.3,63
2024-01-30 17:00:00,17,Tuesday,0,Rainy,Good,74.3,72
2024-01-30 18:00:00,18,Tuesday,0,Foggy,Excellent,58.7,78
2024-01-30 19:00:00,19,Tuesday,0,Sunny,Excellent,57.1,86
2024-01-30 20:00:00,20,Tuesday,0,Foggy,Poor,53.4,67
2024-01-30 21:00:00,21,Tuesday,0,Cloudy,Good,60.0,79
2024-01-30 22:00:00,22,Tuesday,0,Foggy,Fair,73.0,67
2024-01-30 23:00:00,23,Tuesday,0,Cloudy,Fair,47.2,62
2024-01-31 00:00:00,0,Wednesday,0,Foggy,Fair,64.5,32
2024-01-31 01:00:00,1,Wednesday,0,Foggy,Poor,79.7,31
2024-01-31 02:00:00,2,Wednesday,0,Cloudy,Fair,63.8,34
2024-01-31 03:00:00,3,Wednesday,0,Sunny,Fair,50.6,30
2024-01-31 04:00:00,4,Wednesday,0,Cloudy,Poor,51.5,29
2024-01-31 05:00:00,5,Wednesday,0,Cloudy,Good,59.0,38
2024-01-31 06:00:00,6,Wednesday,0,Cloudy,Poor,47.2,27
2024-01-31 07:00:00,7,Wednesday,0,Cloudy,Excellent,75.8,35
2024-01-31 08:00:00,8,Wednesday,0,Foggy,Fair,69.3,20
2024-01-31 09:00:00,9,Wednesday,0,Cloudy,Excellent,70.0,33
2024-01-31 10:00:00,10,Wednesday,0,Sunny,Poor,55.0,50
2024-01-31 11:00:00,11,Wednesday,0,Rainy,Excellent,41.5,56
2024-01-31 12:00:00,12,Wednesday,0,Cloudy,Fair,57.0,41
2024-01-31 13:00:00,13,Wednesday,0,Cloudy,Good,55.0,56
2024-01-31 14:00:00,14,Wednesday,0,Rainy,Excellent,69.3,58
2024-01-31 15:00:00,15,Wednesday,0,Cloudy,Good,65.7,67
2024-01-31 16:00:00,16,Wednesday,0,Cloudy,Good,65.9,68
2024-01-31 17:00:00,17,Wednesday,0,Sunny,Excellent,51.7,81
2024-01-31 18:00:00,18,Wednesday,0,Cloudy,Fair,57.2,56
2024-01-31 19:00:00,19,Wednesday,0,Foggy,Fair,76.2,61
2024-01-31 20:00:00,20,Wednesday,0,Sunny,Fair,88.8,72
2024-01-31 21:00:00,21,Wednesday,0,Rainy,Good,73.5,65
2024-01-31 22:00:00,22,Wednesday,0,Sunny,Excellent,59.9,84
2024-01-31 23:00:00,23,Wednesday,0,Cloudy,Excellent,80.8,77
2024-02-01 00:00:00,0,Thursday,0,Rainy,Excellent,58.0,32
2024-02-01 01:00:00,1,Thursday,0,Sunny,Excellent,77.7,50
2024-02-01 02:00:00,2,Thursday,0,Cloudy,Fair,67.5,24
